Part Type,Team,TS,ACC,DEC,HSC,MSC,LSC,Reliability,Condition,Age,Performance Improvability
Engine,27,0,,,,,,75,75,1,5
Engine,27,0,,,,,,75,75,1,5
Engine,28,0,,,,,,75,75,1,5
Engine,28,0,,,,,,75,75,1,5
Engine,29,0,,,,,,75,75,1,5
Engine,29,0,,,,,,75,75,1,5
Engine,30,0,,,,,,75,75,1,5
Engine,30,0,,,,,,75,75,1,5
Engine,31,0,,,,,,75,75,1,5
Engine,31,0,,,,,,75,75,1,5
Engine GT,32,200,,,,,,75,75,1,5
Engine GT,32,200,,,,,,75,75,1,5
Engine GT,33,200,,,,,,75,75,1,5
Engine GT,33,200,,,,,,75,75,1,5
Engine GT,34,200,,,,,,75,75,1,5
Engine GT,34,200,,,,,,75,75,1,5
Engine GT,35,200,,,,,,75,75,1,5
Engine GT,35,200,,,,,,75,75,1,5
Engine GT,36,200,,,,,,75,75,1,5
Engine GT,36,200,,,,,,75,75,1,5
Engine GT,37,200,,,,,,75,75,1,5
Engine GT,37,200,,,,,,75,75,1,5
Engine GT,38,200,,,,,,75,75,1,5
Engine GT,38,200,,,,,,75,75,1,5
Engine GT,39,200,,,,,,75,75,1,5
Engine GT,39,200,,,,,,75,75,1,5
Engine GT,40,0,,,,,,75,75,1,5
Engine GT,40,0,,,,,,75,75,1,5
Engine GT,41,0,,,,,,75,75,1,5
Engine GT,41,0,,,,,,75,75,1,5
Engine GT,42,0,,,,,,75,75,1,5
Engine GT,42,0,,,,,,75,75,1,5
Engine GT,43,0,,,,,,75,75,1,5
Engine GT,43,0,,,,,,75,75,1,5
Engine GT,44,0,,,,,,75,75,1,5
Engine GT,44,0,,,,,,75,75,1,5
Engine GT,45,0,,,,,,75,75,1,5
Engine GT,45,0,,,,,,75,75,1,5
Engine GT,46,0,,,,,,75,75,1,5
Engine GT,46,0,,,,,,75,75,1,5
Engine GT,47,0,,,,,,75,75,1,5
Engine GT,47,0,,,,,,75,75,1,5
Engine GT,48,0,,,,,,75,75,1,5
Engine GT,48,0,,,,,,75,75,1,5
Engine GT,49,0,,,,,,75,75,1,5
Engine GT,49,0,,,,,,75,75,1,5
Engine GT,50,0,,,,,,75,75,1,5
Engine GT,50,0,,,,,,75,75,1,5
Engine GT,51,0,,,,,,75,75,1,5
Engine GT,51,0,,,,,,75,75,1,5
EngineGET,52,300,,,,,,75,75,1,5
EngineGET,52,300,,,,,,75,75,1,5
EngineGET,53,300,,,,,,75,75,1,5
EngineGET,53,300,,,,,,75,75,1,5
EngineGET,54,300,,,,,,75,75,1,5
EngineGET,54,300,,,,,,75,75,1,5
EngineGET,55,300,,,,,,75,75,1,5
EngineGET,55,300,,,,,,75,75,1,5
EngineGET,56,300,,,,,,75,75,1,5
EngineGET,56,300,,,,,,75,75,1,5
EngineGET,57,300,,,,,,75,75,1,5
EngineGET,57,300,,,,,,75,75,1,5
EngineGET,58,0,,,,,,75,75,1,5
EngineGET,58,0,,,,,,75,75,1,5
EngineGET,59,0,,,,,,75,75,1,5
EngineGET,59,0,,,,,,75,75,1,5
EngineGET,60,0,,,,,,75,75,1,5
EngineGET,60,0,,,,,,75,75,1,5
EngineGET,61,0,,,,,,75,75,1,5
EngineGET,61,0,,,,,,75,75,1,5
EngineGET,62,0,,,,,,75,75,1,5
EngineGET,62,0,,,,,,75,75,1,5
EngineGET,63,0,,,,,,75,75,1,5
EngineGET,63,0,,,,,,75,75,1,5
Gearbox,2,,600,,,,,75,75,1,5
Gearbox,2,,600,,,,,75,75,1,5
Gearbox,3,,600,,,,,75,75,1,5
Gearbox,3,,600,,,,,75,75,1,5
Gearbox,4,,600,,,,,75,75,1,5
Gearbox,4,,600,,,,,75,75,1,5
Gearbox,5,,600,,,,,75,75,1,5
Gearbox,5,,600,,,,,75,75,1,5
Gearbox,6,,600,,,,,75,75,1,5
Gearbox,6,,600,,,,,75,75,1,5
Gearbox,7,,600,,,,,75,75,1,5
Gearbox,7,,600,,,,,75,75,1,5
Gearbox,8,,600,,,,,75,75,1,5
Gearbox,8,,600,,,,,75,75,1,5
Gearbox,9,,600,,,,,75,75,1,5
Gearbox,9,,600,,,,,75,75,1,5
Gearbox,10,,200,,,,,75,75,1,5
Gearbox,10,,200,,,,,75,75,1,5
Gearbox,11,,200,,,,,75,75,1,5
Gearbox,11,,200,,,,,75,75,1,5
Gearbox,12,,200,,,,,75,75,1,5
Gearbox,12,,200,,,,,75,75,1,5
Gearbox,13,,200,,,,,75,75,1,5
Gearbox,13,,200,,,,,75,75,1,5
Gearbox,14,,200,,,,,75,75,1,5
Gearbox,14,,200,,,,,75,75,1,5
Gearbox,15,,200,,,,,75,75,1,5
Gearbox,15,,200,,,,,75,75,1,5
Gearbox,16,,200,,,,,75,75,1,5
Gearbox,16,,200,,,,,75,75,1,5
Gearbox,17,,200,,,,,75,75,1,5
Gearbox,17,,200,,,,,75,75,1,5
Gearbox,18,,200,,,,,75,75,1,5
Gearbox,18,,200,,,,,75,75,1,5
Gearbox,19,,200,,,,,75,75,1,5
Gearbox,19,,200,,,,,75,75,1,5
Gearbox,20,,0,,,,,75,75,1,5
Gearbox,20,,0,,,,,75,75,1,5
Gearbox,21,,0,,,,,75,75,1,5
Gearbox,21,,0,,,,,75,75,1,5
Gearbox,22,,0,,,,,75,75,1,5
Gearbox,22,,0,,,,,75,75,1,5
Gearbox,23,,0,,,,,75,75,1,5
Gearbox,23,,0,,,,,75,75,1,5
Gearbox,24,,0,,,,,75,75,1,5
Gearbox,24,,0,,,,,75,75,1,5
Gearbox,25,,0,,,,,75,75,1,5
Gearbox,25,,0,,,,,75,75,1,5
Gearbox,26,,0,,,,,75,75,1,5
Gearbox,26,,0,,,,,75,75,1,5
Gearbox,27,,0,,,,,75,75,1,5
Gearbox,27,,0,,,,,75,75,1,5
Gearbox,28,,0,,,,,75,75,1,5
Gearbox,28,,0,,,,,75,75,1,5
Gearbox,29,,0,,,,,75,75,1,5
Gearbox,29,,0,,,,,75,75,1,5
Gearbox,30,,0,,,,,75,75,1,5
Gearbox,30,,0,,,,,75,75,1,5
Gearbox,31,,0,,,,,75,75,1,5
Gearbox,31,,0,,,,,75,75,1,5
Gearbox GT,32,,200,,,,,75,75,1,5
Gearbox GT,32,,200,,,,,75,75,1,5
Gearbox GT,33,,200,,,,,75,75,1,5
Gearbox GT,33,,200,,,,,75,75,1,5
Gearbox GT,34,,200,,,,,75,75,1,5
Gearbox GT,34,,200,,,,,75,75,1,5
Gearbox GT,35,,200,,,,,75,75,1,5
Gearbox GT,35,,200,,,,,75,75,1,5
Gearbox GT,36,,200,,,,,75,75,1,5
Gearbox GT,36,,200,,,,,75,75,1,5
Gearbox GT,37,,200,,,,,75,75,1,5
Gearbox GT,37,,200,,,,,75,75,1,5
Gearbox GT,38,,200,,,,,75,75,1,5
Gearbox GT,38,,200,,,,,75,75,1,5
Gearbox GT,39,,200,,,,,75,75,1,5
Gearbox GT,39,,200,,,,,75,75,1,5
Gearbox GT,40,,0,,,,,75,75,1,5
Gearbox GT,40,,0,,,,,75,75,1,5
Gearbox GT,41,,0,,,,,75,75,1,5
Gearbox GT,41,,0,,,,,75,75,1,5
Gearbox GT,42,,0,,,,,75,75,1,5
Gearbox GT,42,,0,,,,,75,75,1,5
Gearbox GT,43,,0,,,,,75,75,1,5
Gearbox GT,43,,0,,,,,75,75,1,5
Gearbox GT,44,,0,,,,,75,75,1,5
Gearbox GT,44,,0,,,,,75,75,1,5
Gearbox GT,45,,0,,,,,75,75,1,5
Gearbox GT,45,,0,,,,,75,75,1,5
Gearbox GT,46,,0,,,,,75,75,1,5
Gearbox GT,46,,0,,,,,75,75,1,5
Gearbox GT,47,,0,,,,,75,75,1,5
Gearbox GT,47,,0,,,,,75,75,1,5
Gearbox GT,48,,0,,,,,75,75,1,5
Gearbox GT,48,,0,,,,,75,75,1,5
Gearbox GT,49,,0,,,,,75,75,1,5
Gearbox GT,49,,0,,,,,75,75,1,5
Gearbox GT,50,,0,,,,,75,75,1,5
Gearbox GT,50,,0,,,,,75,75,1,5
Gearbox GT,51,,0,,,,,75,75,1,5
Gearbox GT,51,,0,,,,,75,75,1,5
GearboxGET,52,,300,,,,,75,75,1,5
GearboxGET,52,,300,,,,,75,75,1,5
GearboxGET,53,,300,,,,,75,75,1,5
GearboxGET,53,,300,,,,,75,75,1,5
GearboxGET,54,,300,,,,,75,75,1,5
GearboxGET,54,,300,,,,,75,75,1,5
GearboxGET,55,,300,,,,,75,75,1,5
GearboxGET,55,,300,,,,,75,75,1,5
GearboxGET,56,,300,,,,,75,75,1,5
GearboxGET,56,,300,,,,,75,75,1,5
GearboxGET,57,,300,,,,,75,75,1,5
GearboxGET,57,,300,,,,,75,75,1,5
GearboxGET,58,,0,,,,,75,75,1,5
GearboxGET,58,,0,,,,,75,75,1,5
GearboxGET,59,,0,,,,,75,75,1,5
GearboxGET,59,,0,,,,,75,75,1,5
GearboxGET,60,,0,,,,,75,75,1,5
GearboxGET,60,,0,,,,,75,75,1,5
GearboxGET,61,,0,,,,,75,75,1,5
GearboxGET,61,,0,,,,,75,75,1,5
GearboxGET,62,,0,,,,,75,75,1,5
GearboxGET,62,,0,,,,,75,75,1,5
GearboxGET,63,,0,,,,,75,75,1,5
GearboxGET,63,,0,,,,,75,75,1,5
Brakes,2,,,600,,,,75,75,1,5
Brakes,2,,,600,,,,75,75,1,5
Brakes,3,,,600,,,,75,75,1,5
Brakes,3,,,600,,,,75,75,1,5
Brakes,4,,,600,,,,75,75,1,5
Brakes,4,,,600,,,,75,75,1,5
Brakes,5,,,600,,,,75,75,1,5
Brakes,5,,,600,,,,75,75,1,5
Brakes,6,,,600,,,,75,75,1,5
Brakes,6,,,600,,,,75,75,1,5
Brakes,7,,,600,,,,75,75,1,5
Brakes,7,,,600,,,,75,75,1,5
Brakes,8,,,600,,,,75,75,1,5
Brakes,8,,,600,,,,75,75,1,5
Brakes,9,,,600,,,,75,75,1,5
Brakes,9,,,600,,,,75,75,1,5
Brakes,10,,,200,,,,75,75,1,5
Brakes,10,,,200,,,,75,75,1,5
Brakes,11,,,200,,,,75,75,1,5
Brakes,11,,,200,,,,75,75,1,5
Brakes,12,,,200,,,,75,75,1,5
Brakes,12,,,200,,,,75,75,1,5
Brakes,13,,,200,,,,75,75,1,5
Brakes,13,,,200,,,,75,75,1,5
Brakes,14,,,200,,,,75,75,1,5
Brakes,14,,,200,,,,75,75,1,5
Brakes,15,,,200,,,,75,75,1,5
Brakes,15,,,200,,,,75,75,1,5
Brakes,16,,,200,,,,75,75,1,5
Brakes,16,,,200,,,,75,75,1,5
Brakes,17,,,200,,,,75,75,1,5
Brakes,17,,,200,,,,75,75,1,5
Brakes,18,,,200,,,,75,75,1,5
Brakes,18,,,200,,,,75,75,1,5
Brakes,19,,,200,,,,75,75,1,5
Brakes,19,,,200,,,,75,75,1,5
Brakes,20,,,0,,,,75,75,1,5
Brakes,20,,,0,,,,75,75,1,5
Brakes,21,,,0,,,,75,75,1,5
Brakes,21,,,0,,,,75,75,1,5
Brakes,22,,,0,,,,75,75,1,5
Brakes,22,,,0,,,,75,75,1,5
Brakes,23,,,0,,,,75,75,1,5
Brakes,23,,,0,,,,75,75,1,5
Brakes,24,,,0,,,,75,75,1,5
Brakes,24,,,0,,,,75,75,1,5
Brakes,25,,,0,,,,75,75,1,5
Brakes,25,,,0,,,,75,75,1,5
Brakes,26,,,0,,,,75,75,1,5
Brakes,26,,,0,,,,75,75,1,5
Brakes,27,,,0,,,,75,75,1,5
Brakes,27,,,0,,,,75,75,1,5
Brakes,28,,,0,,,,75,75,1,5
Brakes,28,,,0,,,,75,75,1,5
Brakes,29,,,0,,,,75,75,1,5
Brakes,29,,,0,,,,75,75,1,5
Brakes,30,,,0,,,,75,75,1,5
Brakes,30,,,0,,,,75,75,1,5
Brakes,31,,,0,,,,75,75,1,5
Brakes,31,,,0,,,,75,75,1,5
Brakes GT,32,,,200,,,,75,75,1,5
Brakes GT,32,,,200,,,,75,75,1,5
Brakes GT,33,,,200,,,,75,75,1,5
Brakes GT,33,,,200,,,,75,75,1,5
Brakes GT,34,,,200,,,,75,75,1,5
Brakes GT,34,,,200,,,,75,75,1,5
Brakes GT,35,,,200,,,,75,75,1,5
Brakes GT,35,,,200,,,,75,75,1,5
Brakes GT,36,,,200,,,,75,75,1,5
Brakes GT,36,,,200,,,,75,75,1,5
Brakes GT,37,,,200,,,,75,75,1,5
Brakes GT,37,,,200,,,,75,75,1,5
Brakes GT,38,,,200,,,,75,75,1,5
Brakes GT,38,,,200,,,,75,75,1,5
Brakes GT,39,,,200,,,,75,75,1,5
Brakes GT,39,,,200,,,,75,75,1,5
Brakes GT,40,,,0,,,,75,75,1,5
Brakes GT,40,,,0,,,,75,75,1,5
Brakes GT,41,,,0,,,,75,75,1,5
Brakes GT,41,,,0,,,,75,75,1,5
Brakes GT,42,,,0,,,,75,75,1,5
Brakes GT,42,,,0,,,,75,75,1,5
Brakes GT,43,,,0,,,,75,75,1,5
Brakes GT,43,,,0,,,,75,75,1,5
Brakes GT,44,,,0,,,,75,75,1,5
Brakes GT,44,,,0,,,,75,75,1,5
Brakes GT,45,,,0,,,,75,75,1,5
Brakes GT,45,,,0,,,,75,75,1,5
Brakes GT,46,,,0,,,,75,75,1,5
Brakes GT,46,,,0,,,,75,75,1,5
Brakes GT,47,,,0,,,,75,75,1,5
Brakes GT,47,,,0,,,,75,75,1,5
Brakes GT,48,,,0,,,,75,75,1,5
Brakes GT,48,,,0,,,,75,75,1,5
Brakes GT,49,,,0,,,,75,75,1,5
Brakes GT,49,,,0,,,,75,75,1,5
Brakes GT,50,,,0,,,,75,75,1,5
Brakes GT,50,,,0,,,,75,75,1,5
Brakes GT,51,,,0,,,,75,75,1,5
Brakes GT,51,,,0,,,,75,75,1,5
BrakesGET,52,,,300,,,,75,75,1,5
BrakesGET,52,,,300,,,,75,75,1,5
BrakesGET,53,,,300,,,,75,75,1,5
BrakesGET,53,,,300,,,,75,75,1,5
BrakesGET,54,,,300,,,,75,75,1,5
BrakesGET,54,,,300,,,,75,75,1,5
BrakesGET,55,,,300,,,,75,75,1,5
BrakesGET,55,,,300,,,,75,75,1,5
BrakesGET,56,,,300,,,,75,75,1,5
BrakesGET,56,,,300,,,,75,75,1,5
BrakesGET,57,,,300,,,,75,75,1,5
BrakesGET,57,,,300,,,,75,75,1,5
BrakesGET,58,,,0,,,,75,75,1,5
BrakesGET,58,,,0,,,,75,75,1,5
BrakesGET,59,,,0,,,,75,75,1,5
BrakesGET,59,,,0,,,,75,75,1,5
BrakesGET,60,,,0,,,,75,75,1,5
BrakesGET,60,,,0,,,,75,75,1,5
BrakesGET,61,,,0,,,,75,75,1,5
BrakesGET,61,,,0,,,,75,75,1,5
BrakesGET,62,,,0,,,,75,75,1,5
BrakesGET,62,,,0,,,,75,75,1,5
BrakesGET,63,,,0,,,,75,75,1,5
BrakesGET,63,,,0,,,,75,75,1,5
Suspension,2,,,,,600,,75,75,1,5
Suspension,2,,,,,600,,75,75,1,5
Suspension,3,,,,,600,,75,75,1,5
Suspension,3,,,,,600,,75,75,1,5
Suspension,4,,,,,600,,75,75,1,5
Suspension,4,,,,,600,,75,75,1,5
Suspension,5,,,,,600,,75,75,1,5
Suspension,5,,,,,600,,75,75,1,5
Suspension,6,,,,,600,,75,75,1,5
Suspension,6,,,,,600,,75,75,1,5
Suspension,7,,,,,600,,75,75,1,5
Suspension,7,,,,,600,,75,75,1,5
Suspension,8,,,,,600,,75,75,1,5
Suspension,8,,,,,600,,75,75,1,5
Suspension,9,,,,,600,,75,75,1,5
Suspension,9,,,,,600,,75,75,1,5
Suspension,10,,,,,200,,75,75,1,5
Suspension,10,,,,,200,,75,75,1,5
Suspension,11,,,,,200,,75,75,1,5
Suspension,11,,,,,200,,75,75,1,5
Suspension,12,,,,,200,,75,75,1,5
Suspension,12,,,,,200,,75,75,1,5
Suspension,13,,,,,200,,75,75,1,5
Suspension,13,,,,,200,,75,75,1,5
Suspension,14,,,,,200,,75,75,1,5
Suspension,14,,,,,200,,75,75,1,5
Suspension,15,,,,,200,,75,75,1,5
Suspension,15,,,,,200,,75,75,1,5
Suspension,16,,,,,200,,75,75,1,5
Suspension,16,,,,,200,,75,75,1,5
Suspension,17,,,,,200,,75,75,1,5
Suspension,17,,,,,200,,75,75,1,5
Suspension,18,,,,,200,,75,75,1,5
Suspension,18,,,,,200,,75,75,1,5
Suspension,19,,,,,200,,75,75,1,5
Suspension,19,,,,,200,,75,75,1,5
Suspension,20,,,,,0,,75,75,1,5
Suspension,20,,,,,0,,75,75,1,5
Suspension,21,,,,,0,,75,75,1,5
Suspension,21,,,,,0,,75,75,1,5
Suspension,22,,,,,0,,75,75,1,5
Suspension,22,,,,,0,,75,75,1,5
Suspension,23,,,,,0,,75,75,1,5
Suspension,23,,,,,0,,75,75,1,5
Suspension,24,,,,,0,,75,75,1,5
Suspension,24,,,,,0,,75,75,1,5
Suspension,25,,,,,0,,75,75,1,5
Suspension,25,,,,,0,,75,75,1,5
Suspension,26,,,,,0,,75,75,1,5
Suspension,26,,,,,0,,75,75,1,5
Suspension,27,,,,,0,,75,75,1,5
Suspension,27,,,,,0,,75,75,1,5
Suspension,28,,,,,0,,75,75,1,5
Suspension,28,,,,,0,,75,75,1,5
Suspension,29,,,,,0,,75,75,1,5
Suspension,29,,,,,0,,75,75,1,5
Suspension,30,,,,,0,,75,75,1,5
Suspension,30,,,,,0,,75,75,1,5
Suspension,31,,,,,0,,75,75,1,5
Suspension,31,,,,,0,,75,75,1,5
Suspension GT,32,,,,,200,,75,75,1,5
Suspension GT,32,,,,,200,,75,75,1,5
Suspension GT,33,,,,,200,,75,75,1,5
Suspension GT,33,,,,,200,,75,75,1,5
Suspension GT,34,,,,,200,,75,75,1,5
Suspension GT,34,,,,,200,,75,75,1,5
Suspension GT,35,,,,,200,,75,75,1,5
Suspension GT,35,,,,,200,,75,75,1,5
Suspension GT,36,,,,,200,,75,75,1,5
Suspension GT,36,,,,,200,,75,75,1,5
Suspension GT,37,,,,,200,,75,75,1,5
Suspension GT,37,,,,,200,,75,75,1,5
Suspension GT,38,,,,,200,,75,75,1,5
Suspension GT,38,,,,,200,,75,75,1,5
Suspension GT,39,,,,,200,,75,75,1,5
Suspension GT,39,,,,,200,,75,75,1,5
Suspension GT,40,,,,,0,,75,75,1,5
Suspension GT,40,,,,,0,,75,75,1,5
Suspension GT,41,,,,,0,,75,75,1,5
Suspension GT,41,,,,,0,,75,75,1,5
Suspension GT,42,,,,,0,,75,75,1,5
Suspension GT,42,,,,,0,,75,75,1,5
Suspension GT,43,,,,,0,,75,75,1,5
Suspension GT,43,,,,,0,,75,75,1,5
Suspension GT,44,,,,,0,,75,75,1,5
Suspension GT,44,,,,,0,,75,75,1,5
Suspension GT,45,,,,,0,,75,75,1,5
Suspension GT,45,,,,,0,,75,75,1,5
Suspension GT,46,,,,,0,,75,75,1,5
Suspension GT,46,,,,,0,,75,75,1,5
Suspension GT,47,,,,,0,,75,75,1,5
Suspension GT,47,,,,,0,,75,75,1,5
Suspension GT,48,,,,,0,,75,75,1,5
Suspension GT,48,,,,,0,,75,75,1,5
Suspension GT,49,,,,,0,,75,75,1,5
Suspension GT,49,,,,,0,,75,75,1,5
Suspension GT,50,,,,,0,,75,75,1,5
Suspension GT,50,,,,,0,,75,75,1,5
Suspension GT,51,,,,,0,,75,75,1,5
Suspension GT,51,,,,,0,,75,75,1,5
SuspensionGET,52,,,,,300,,75,75,1,5
SuspensionGET,52,,,,,300,,75,75,1,5
SuspensionGET,53,,,,,300,,75,75,1,5
SuspensionGET,53,,,,,300,,75,75,1,5
SuspensionGET,54,,,,,300,,75,75,1,5
SuspensionGET,54,,,,,300,,75,75,1,5
SuspensionGET,55,,,,,300,,75,75,1,5
SuspensionGET,55,,,,,300,,75,75,1,5
SuspensionGET,56,,,,,300,,75,75,1,5
SuspensionGET,56,,,,,300,,75,75,1,5
SuspensionGET,57,,,,,300,,75,75,1,5
SuspensionGET,57,,,,,300,,75,75,1,5
SuspensionGET,58,,,,,0,,75,75,1,5
SuspensionGET,58,,,,,0,,75,75,1,5
SuspensionGET,59,,,,,0,,75,75,1,5
SuspensionGET,59,,,,,0,,75,75,1,5
SuspensionGET,60,,,,,0,,75,75,1,5
SuspensionGET,60,,,,,0,,75,75,1,5
SuspensionGET,61,,,,,0,,75,75,1,5
SuspensionGET,61,,,,,0,,75,75,1,5
SuspensionGET,62,,,,,0,,75,75,1,5
SuspensionGET,62,,,,,0,,75,75,1,5
SuspensionGET,63,,,,,0,,75,75,1,5
SuspensionGET,63,,,,,0,,75,75,1,5
Front Wing,2,,,,,,600,75,75,1,5
Front Wing,2,,,,,,600,75,75,1,5
Front Wing,3,,,,,,600,75,75,1,5
Front Wing,3,,,,,,600,75,75,1,5
Front Wing,4,,,,,,600,75,75,1,5
Front Wing,4,,,,,,600,75,75,1,5
Front Wing,5,,,,,,600,75,75,1,5
Front Wing,5,,,,,,600,75,75,1,5
Front Wing,6,,,,,,600,75,75,1,5
Front Wing,6,,,,,,600,75,75,1,5
Front Wing,7,,,,,,600,75,75,1,5
Front Wing,7,,,,,,600,75,75,1,5
Front Wing,8,,,,,,600,75,75,1,5
Front Wing,8,,,,,,600,75,75,1,5
Front Wing,9,,,,,,600,75,75,1,5
Front Wing,9,,,,,,600,75,75,1,5
Front Wing,10,,,,,,200,75,75,1,5
Front Wing,10,,,,,,200,75,75,1,5
Front Wing,11,,,,,,200,75,75,1,5
Front Wing,11,,,,,,200,75,75,1,5
Front Wing,12,,,,,,200,75,75,1,5
Front Wing,12,,,,,,200,75,75,1,5
Front Wing,13,,,,,,200,75,75,1,5
Front Wing,13,,,,,,200,75,75,1,5
Front Wing,14,,,,,,200,75,75,1,5
Front Wing,14,,,,,,200,75,75,1,5
Front Wing,15,,,,,,200,75,75,1,5
Front Wing,15,,,,,,200,75,75,1,5
Front Wing,16,,,,,,200,75,75,1,5
Front Wing,16,,,,,,200,75,75,1,5
Front Wing,17,,,,,,200,75,75,1,5
Front Wing,17,,,,,,200,75,75,1,5
Front Wing,18,,,,,,200,75,75,1,5
Front Wing,18,,,,,,200,75,75,1,5
Front Wing,19,,,,,,200,75,75,1,5
Front Wing,19,,,,,,200,75,75,1,5
Front Wing,20,,,,,,0,75,75,1,5
Front Wing,20,,,,,,0,75,75,1,5
Front Wing,21,,,,,,0,75,75,1,5
Front Wing,21,,,,,,0,75,75,1,5
Front Wing,22,,,,,,0,75,75,1,5
Front Wing,22,,,,,,0,75,75,1,5
Front Wing,23,,,,,,0,75,75,1,5
Front Wing,23,,,,,,0,75,75,1,5
Front Wing,24,,,,,,0,75,75,1,5
Front Wing,24,,,,,,0,75,75,1,5
Front Wing,25,,,,,,0,75,75,1,5
Front Wing,25,,,,,,0,75,75,1,5
Front Wing,26,,,,,,0,75,75,1,5
Front Wing,26,,,,,,0,75,75,1,5
Front Wing,27,,,,,,0,75,75,1,5
Front Wing,27,,,,,,0,75,75,1,5
Front Wing,28,,,,,,0,75,75,1,5
Front Wing,28,,,,,,0,75,75,1,5
Front Wing,29,,,,,,0,75,75,1,5
Front Wing,29,,,,,,0,75,75,1,5
Front Wing,30,,,,,,0,75,75,1,5
Front Wing,30,,,,,,0,75,75,1,5
Front Wing,31,,,,,,0,75,75,1,5
Front Wing,31,,,,,,0,75,75,1,5
Front WingGET,52,,,,,,300,75,75,1,5
Front WingGET,52,,,,,,300,75,75,1,5
Front WingGET,53,,,,,,300,75,75,1,5
Front WingGET,53,,,,,,300,75,75,1,5
Front WingGET,54,,,,,,300,75,75,1,5
Front WingGET,54,,,,,,300,75,75,1,5
Front WingGET,55,,,,,,300,75,75,1,5
Front WingGET,55,,,,,,300,75,75,1,5
Front WingGET,56,,,,,,300,75,75,1,5
Front WingGET,56,,,,,,300,75,75,1,5
Front WingGET,57,,,,,,300,75,75,1,5
Front WingGET,57,,,,,,300,75,75,1,5
Front WingGET,58,,,,,,0,75,75,1,5
Front WingGET,58,,,,,,0,75,75,1,5
Front WingGET,59,,,,,,0,75,75,1,5
Front WingGET,59,,,,,,0,75,75,1,5
Front WingGET,60,,,,,,0,75,75,1,5
Front WingGET,60,,,,,,0,75,75,1,5
Front WingGET,61,,,,,,0,75,75,1,5
Front WingGET,61,,,,,,0,75,75,1,5
Front WingGET,62,,,,,,0,75,75,1,5
Front WingGET,62,,,,,,0,75,75,1,5
Front WingGET,63,,,,,,0,75,75,1,5
Front WingGET,63,,,,,,0,75,75,1,5
Rear Wing,2,,,,600,,,75,75,1,5
Rear Wing,2,,,,600,,,75,75,1,5
Rear Wing,3,,,,600,,,75,75,1,5
Rear Wing,3,,,,600,,,75,75,1,5
Rear Wing,4,,,,600,,,75,75,1,5
Rear Wing,4,,,,600,,,75,75,1,5
Rear Wing,5,,,,600,,,75,75,1,5
Rear Wing,5,,,,600,,,75,75,1,5
Rear Wing,6,,,,600,,,75,75,1,5
Rear Wing,6,,,,600,,,75,75,1,5
Rear Wing,7,,,,600,,,75,75,1,5
Rear Wing,7,,,,600,,,75,75,1,5
Rear Wing,8,,,,600,,,75,75,1,5
Rear Wing,8,,,,600,,,75,75,1,5
Rear Wing,9,,,,600,,,75,75,1,5
Rear Wing,9,,,,600,,,75,75,1,5
Rear Wing,10,,,,200,,,75,75,1,5
Rear Wing,10,,,,200,,,75,75,1,5
Rear Wing,11,,,,200,,,75,75,1,5
Rear Wing,11,,,,200,,,75,75,1,5
Rear Wing,12,,,,200,,,75,75,1,5
